tx	gene
LELG_02978	CPAR2_808230
LELG_02979	CPAR2_808240
LELG_02980	CPAR2_808250
LELG_02981	CPAR2_808260
LELG_02982	CPAR2_808270
LELG_02983	CPAR2_808280
LELG_02984	CPAR2_808290
LELG_02985	CPAR2_808300
LELG_02986	CPAR2_808410
LELG_02987	CPAR2_808420
LELG_02988	CPAR2_808430
LELG_02990	CPAR2_808440
LELG_02991	CPAR2_808450
LELG_02992	CPAR2_808470
LELG_02993	CPAR2_808480
LELG_02994	CPAR2_808490
LELG_02995	CPAR2_808500
LELG_02996	CPAR2_808510
LELG_02997	CPAR2_808520
LELG_02998	CPAR2_808530
LELG_02999	CPAR2_808540
LELG_03000	CPAR2_808550
LELG_03001	CPAR2_808560
LELG_03002	CPAR2_808570
LELG_03003	CPAR2_808580
LELG_03004	CPAR2_808590
LELG_03005	CPAR2_808600
LELG_03006	CPAR2_808610
LELG_03007	CPAR2_808650
LELG_03008	CPAR2_808640
LELG_03010	CPAR2_808620
LELG_03011	CPAR2_808660
LELG_03012	CPAR2_808670
LELG_03013	CPAR2_808690
LELG_03014	CPAR2_808700
LELG_03015	CPAR2_808710
LELG_03016	CPAR2_808720
LELG_03017	CPAR2_808730
LELG_03018	CPAR2_808740
LELG_03020	CPAR2_808760
LELG_03021	CPAR2_808770
LELG_03022	CPAR2_808840
LELG_03023	CPAR2_808830
LELG_03024	CPAR2_808820
LELG_03025	CPAR2_808810
LELG_03027	CPAR2_808800
LELG_03028	CPAR2_808790
LELG_03029	CPAR2_808780
LELG_03030	CPAR2_808860
LELG_03031	CPAR2_808870
LELG_03032	CPAR2_808880
LELG_03033	CPAR2_808890
LELG_03035	CPAR2_808900
LELG_03037	CPAR2_808930
LELG_03038	CPAR2_808920
LELG_03039	CPAR2_808940
LELG_03040	CPAR2_808950
LELG_03041	CPAR2_808960
LELG_03042	CPAR2_808970
LELG_03043	CPAR2_808980
LELG_03044	CPAR2_808990
LELG_03047	CPAR2_809000
LELG_03048	CPAR2_809020
LELG_03049	CPAR2_809030
LELG_03050	CPAR2_809040
LELG_03051	CPAR2_809050
LELG_03055	CPAR2_702180
LELG_03056	CPAR2_702170
LELG_03057	CPAR2_702160
LELG_03058	CPAR2_702150
LELG_03059	CPAR2_702140
LELG_03060	CPAR2_702120
LELG_03061	CPAR2_702110
LELG_03062	CPAR2_702100
LELG_03063	CPAR2_701950
LELG_03064	CPAR2_701960
LELG_03065	CPAR2_701790
LELG_03067	CPAR2_701800
LELG_03068	CPAR2_701810
LELG_03069	CPAR2_701820
LELG_03070	CPAR2_701830
LELG_03072	CPAR2_701850
LELG_03073	CPAR2_701860
LELG_03076	CPAR2_702200
LELG_03077	CPAR2_702220
LELG_03078	CPAR2_702210
LELG_03079	CPAR2_805660
LELG_03080	CPAR2_206210
LELG_03081	CPAR2_206200
LELG_03082	CPAR2_206190
LELG_03083	CPAR2_206180
LELG_03084	CPAR2_205510
LELG_03087	CPAR2_205550
LELG_03088	CPAR2_205540
LELG_03089	CPAR2_205530
LELG_03090	CPAR2_205580
LELG_03091	CPAR2_205590
LELG_03092	CPAR2_205600
LELG_03093	CPAR2_205610
LELG_03094	CPAR2_205700
LELG_03095	CPAR2_205690
LELG_03096	CPAR2_205680
LELG_03097	CPAR2_205670
LELG_03099	CPAR2_205660
LELG_03100	CPAR2_205620
LELG_03101	CPAR2_205630
LELG_03102	CPAR2_205640
LELG_03103	CPAR2_205650
LELG_03104	CPAR2_205790
LELG_03105	CPAR2_205780
LELG_03106	CPAR2_205770
LELG_03107	CPAR2_205760
LELG_03108	CPAR2_205750
LELG_03109	CPAR2_205740
LELG_03110	CPAR2_205730
LELG_03111	CPAR2_205720
LELG_03112	CPAR2_205810
LELG_03113	CPAR2_205890
LELG_03115	CPAR2_205870
LELG_03116	CPAR2_205860
LELG_03117	CPAR2_205850
LELG_03118	CPAR2_206010
LELG_03122	CPAR2_206000
LELG_03123	CPAR2_205990
LELG_03124	CPAR2_205830
LELG_03125	CPAR2_205840
LELG_03126	CPAR2_206020
LELG_03127	CPAR2_206030
LELG_03128	CPAR2_206040
LELG_03129	CPAR2_206050
LELG_03130	CPAR2_206070
LELG_03131	CPAR2_206080
LELG_03132	CPAR2_206090
LELG_03133	CPAR2_406040
LELG_03134	CPAR2_206130
LELG_03135	CPAR2_206140
LELG_03137	CPAR2_206150
LELG_03138	CPAR2_206160
LELG_03139	CPAR2_206170
LELG_03141	CPAR2_205490
LELG_03142	CPAR2_205960
LELG_03143	CPAR2_205980
LELG_03144	CPAR2_205390
LELG_03147	CPAR2_205400
LELG_03148	CPAR2_205410
LELG_03149	CPAR2_205420
LELG_03150	CPAR2_205430
LELG_03152	CPAR2_205450
LELG_03153	CPAR2_205460
LELG_03154	CPAR2_205470
LELG_03155	CPAR2_205480
LELG_03156	CPAR2_205940
LELG_03157	CPAR2_205930
LELG_03158	CPAR2_205920
LELG_03159	CPAR2_205820
LELG_03160	CPAR2_205910
LELG_03161	CPAR2_205380
LELG_03162	CPAR2_205370
LELG_03163	CPAR2_205360
LELG_03164	CPAR2_205350
LELG_03165	CPAR2_205340
LELG_03166	CPAR2_205330
LELG_03167	CPAR2_205320
LELG_03168	CPAR2_205310
LELG_03169	CPAR2_205300
LELG_03170	CPAR2_205290
LELG_03171	CPAR2_205280
LELG_03172	CPAR2_205270
LELG_03173	CPAR2_205260
LELG_03175	CPAR2_205250
LELG_03176	CPAR2_205240
LELG_03177	CPAR2_205230
LELG_03178	CPAR2_205220
LELG_03179	CPAR2_205210
LELG_03180	CPAR2_205200
LELG_03181	CPAR2_205190
LELG_03182	CPAR2_205180
LELG_03183	CPAR2_205170
LELG_03184	CPAR2_205160
LELG_03185	CPAR2_205140
LELG_03186	CPAR2_205130
LELG_03188	CPAR2_205120
LELG_03190	CPAR2_205110
LELG_03191	CPAR2_205100
LELG_03192	CPAR2_205080
LELG_03194	CPAR2_205070
LELG_03195	CPAR2_205060
LELG_03197	CPAR2_205040
LELG_03198	CPAR2_205030
LELG_03199	CPAR2_205020
LELG_03200	CPAR2_205010
LELG_03201	CPAR2_205000
LELG_03202	CPAR2_105580
LELG_03203	CPAR2_204990
LELG_03204	CPAR2_204980
LELG_03206	CPAR2_204970
LELG_03207	CPAR2_204960
LELG_03208	CPAR2_204950
LELG_03209	CPAR2_204940
LELG_03210	CPAR2_204930
LELG_03211	CPAR2_204920
LELG_03212	CPAR2_204910
LELG_03213	CPAR2_204900
LELG_03215	CPAR2_204880
LELG_03216	CPAR2_204870
LELG_03217	CPAR2_204860
LELG_03218	CPAR2_204850
LELG_03219	CPAR2_204830
LELG_03220	CPAR2_204820
LELG_03221	CPAR2_204800
LELG_03222	CPAR2_204790
LELG_03223	CPAR2_204780
LELG_03224	CPAR2_204770
LELG_03225	CPAR2_204760
LELG_03226	CPAR2_204750
LELG_03227	CPAR2_204740
LELG_03228	CPAR2_204730
LELG_03229	CPAR2_204720
LELG_03230	CPAR2_204710
LELG_03231	CPAR2_204700
LELG_03232	CPAR2_204690
LELG_03233	CPAR2_204680
LELG_03234	CPAR2_204670
LELG_03235	CPAR2_204660
LELG_03236	CPAR2_204650
LELG_03237	CPAR2_204640
LELG_03238	CPAR2_204630
LELG_03239	CPAR2_204620
LELG_03240	CPAR2_204610
LELG_03242	CPAR2_204590
LELG_03243	CPAR2_203900
LELG_03244	CPAR2_203910
LELG_03245	CPAR2_203920
LELG_03246	CPAR2_203930
LELG_03247	CPAR2_203950
LELG_03248	CPAR2_203970
LELG_03249	CPAR2_203980
LELG_03250	CPAR2_203990
LELG_03251	CPAR2_204000
LELG_03252	CPAR2_204010
LELG_03253	CPAR2_204020
LELG_03254	CPAR2_204090
LELG_03255	CPAR2_204080
LELG_03256	CPAR2_204070
LELG_03257	CPAR2_204060
LELG_03258	CPAR2_204050
LELG_03259	CPAR2_204040
LELG_03260	CPAR2_204030
LELG_03261	CPAR2_204110
LELG_03262	CPAR2_204120
LELG_03263	CPAR2_203830
LELG_03264	CPAR2_203840
LELG_03265	CPAR2_203850
LELG_03266	CPAR2_203860
LELG_03267	CPAR2_203870
LELG_03268	CPAR2_209010
LELG_03270	CPAR2_203880
LELG_03271	CPAR2_203890
LELG_03272	CPAR2_600590
LELG_03273	CPAR2_600600
LELG_03274	CPAR2_204580
LELG_03275	CPAR2_204570
LELG_03276	CPAR2_204560
LELG_03277	CPAR2_204550
LELG_03278	CPAR2_204540
LELG_03279	CPAR2_204530
LELG_03280	CPAR2_204520
LELG_03281	CPAR2_204510
LELG_03282	CPAR2_204500
LELG_03283	CPAR2_204490
LELG_03284	CPAR2_204480
LELG_03285	CPAR2_204470
LELG_03286	CPAR2_204460
LELG_03287	CPAR2_204450
LELG_03288	CPAR2_204440
LELG_03289	CPAR2_204430
LELG_03290	CPAR2_204410
LELG_03291	CPAR2_204400
LELG_03292	CPAR2_204390
LELG_03294	CPAR2_204380
LELG_03295	CPAR2_204370
LELG_03296	CPAR2_204360
LELG_03297	CPAR2_204350
LELG_03298	CPAR2_204330
LELG_03299	CPAR2_204340
LELG_03300	CPAR2_204310
LELG_03301	CPAR2_204320
LELG_03302	CPAR2_204300
LELG_03303	CPAR2_204280
LELG_03304	CPAR2_204270
LELG_03305	CPAR2_204260
LELG_03306	CPAR2_204250
LELG_03307	CPAR2_204240
LELG_03308	CPAR2_204230
LELG_03309	CPAR2_204220
LELG_03310	CPAR2_204200
LELG_03311	CPAR2_204140
LELG_03312	CPAR2_204150
LELG_03313	CPAR2_204160
LELG_03314	CPAR2_204170
LELG_03316	CPAR2_204180
LELG_03317	CPAR2_204190
LELG_03322	CPAR2_201940
LELG_03323	CPAR2_201950
LELG_03324	CPAR2_201970
LELG_03325	CPAR2_201980
LELG_03326	CPAR2_201990
LELG_03328	CPAR2_202000
LELG_03329	CPAR2_202010
LELG_03331	CPAR2_202020
LELG_03332	CPAR2_202030
LELG_03333	CPAR2_202040
LELG_03334	CPAR2_202050
LELG_03335	CPAR2_202070
LELG_03336	CPAR2_202080
LELG_03337	CPAR2_202090
LELG_03338	CPAR2_202100
LELG_03339	CPAR2_202110
LELG_03340	CPAR2_202120
LELG_03342	CPAR2_202140
LELG_03343	CPAR2_202150
LELG_03344	CPAR2_202160
LELG_03345	CPAR2_202170
LELG_03346	CPAR2_202180
LELG_03347	CPAR2_202190
LELG_03348	CPAR2_202200
LELG_03349	CPAR2_202210
LELG_03350	CPAR2_202220
LELG_03351	CPAR2_202230
LELG_03352	CPAR2_202240
LELG_03353	CPAR2_202250
LELG_03354	CPAR2_202260
LELG_03355	CPAR2_202270
LELG_03356	CPAR2_202280
LELG_03357	CPAR2_202290
LELG_03358	CPAR2_202300
LELG_03359	CPAR2_202310
LELG_03360	CPAR2_202320
LELG_03361	CPAR2_202330
LELG_03362	CPAR2_202340
LELG_03363	CPAR2_202350
LELG_03364	CPAR2_202360
LELG_03365	CPAR2_202370
LELG_03366	CPAR2_202380
LELG_03367	CPAR2_202390
LELG_03368	CPAR2_202400
LELG_03369	CPAR2_202410
LELG_03370	CPAR2_202420
LELG_03371	CPAR2_202430
LELG_03373	CPAR2_202440
LELG_03374	CPAR2_202450
LELG_03375	CPAR2_202460
LELG_03376	CPAR2_202470
LELG_03377	CPAR2_202480
LELG_03378	CPAR2_202500
LELG_03379	CPAR2_202510
LELG_03380	CPAR2_202520
LELG_03381	CPAR2_202530
LELG_03382	CPAR2_202550
LELG_03383	CPAR2_202560
LELG_03384	CPAR2_202570
LELG_03386	CPAR2_202580
LELG_03387	CPAR2_202590
LELG_03388	CPAR2_202600
LELG_03389	CPAR2_202610
LELG_03391	CPAR2_202620
LELG_03392	CPAR2_202630
LELG_03393	CPAR2_202640
LELG_03394	CPAR2_202650
LELG_03395	CPAR2_202660
LELG_03396	CPAR2_202670
LELG_03397	CPAR2_202680
LELG_03398	CPAR2_202690
LELG_03399	CPAR2_202700
LELG_03400	CPAR2_202710
LELG_03401	CPAR2_202720
LELG_03402	CPAR2_202730
LELG_03403	CPAR2_202740
LELG_03404	CPAR2_202750
LELG_03405	CPAR2_202760
LELG_03406	CPAR2_202770
LELG_03407	CPAR2_202780
LELG_03408	CPAR2_202790
LELG_03409	CPAR2_202800
LELG_03410	CPAR2_202810
LELG_03411	CPAR2_202820
LELG_03412	CPAR2_202830
LELG_03413	CPAR2_202840
LELG_03414	CPAR2_202850
LELG_03415	CPAR2_202860
LELG_03416	CPAR2_202900
LELG_03417	CPAR2_202910
LELG_03418	CPAR2_202920
LELG_03419	CPAR2_202930
LELG_03420	CPAR2_202940
LELG_03422	CPAR2_203100
LELG_03423	CPAR2_203090
LELG_03424	CPAR2_203080
LELG_03425	CPAR2_203070
LELG_03426	CPAR2_203060
LELG_03427	CPAR2_203050
LELG_03429	CPAR2_203040
LELG_03430	CPAR2_203030
LELG_03432	CPAR2_203020
LELG_03433	CPAR2_203010
LELG_03434	CPAR2_203000
LELG_03435	CPAR2_202990
LELG_03436	CPAR2_202980
LELG_03437	CPAR2_202970
LELG_03438	CPAR2_202960
LELG_03439	CPAR2_202950
LELG_03441	CPAR2_203270
LELG_03442	CPAR2_203260
LELG_03443	CPAR2_203250
LELG_03444	CPAR2_203240
LELG_03445	CPAR2_203230
LELG_03447	CPAR2_203220
LELG_03448	CPAR2_203210
LELG_03449	CPAR2_203200
LELG_03450	CPAR2_203190
LELG_03451	CPAR2_203180
LELG_03452	CPAR2_203170
LELG_03453	CPAR2_203160
LELG_03455	CPAR2_203140
LELG_03457	CPAR2_203130
LELG_03458	CPAR2_203120
LELG_03459	CPAR2_203110
LELG_03460	CPAR2_203290
LELG_03461	CPAR2_203300
LELG_03462	CPAR2_203310
LELG_03463	CPAR2_203320
LELG_03464	CPAR2_203330
LELG_03465	CPAR2_203340
LELG_03466	CPAR2_203350
LELG_03467	CPAR2_203370
LELG_03468	CPAR2_203380
LELG_03469	CPAR2_203390
LELG_03470	CPAR2_203400
LELG_03471	CPAR2_203410
LELG_03472	CPAR2_203420
LELG_03473	CPAR2_203450
LELG_03474	CPAR2_203430
LELG_03475	CPAR2_203460
LELG_03476	CPAR2_203470
LELG_03477	CPAR2_203480
LELG_03478	CPAR2_203490
LELG_03479	CPAR2_203500
LELG_03480	CPAR2_203520
LELG_03481	CPAR2_203530
LELG_03482	CPAR2_203540
LELG_03483	CPAR2_203550
LELG_03484	CPAR2_203570
LELG_03485	CPAR2_203580
LELG_03486	CPAR2_203590
LELG_03487	CPAR2_203600
LELG_03488	CPAR2_203610
LELG_03489	CPAR2_203620
LELG_03490	CPAR2_203680
LELG_03491	CPAR2_203690
LELG_03492	CPAR2_203670
LELG_03493	CPAR2_203710
LELG_03494	CPAR2_203660
LELG_03495	CPAR2_203650
LELG_03496	CPAR2_203640
LELG_03497	CPAR2_203630
LELG_03498	CPAR2_203720
LELG_03499	CPAR2_203730
LELG_03501	CPAR2_203740
LELG_03502	CPAR2_203750
LELG_03503	CPAR2_203760
LELG_03504	CPAR2_203770
LELG_03505	CPAR2_203780
LELG_03508	CPAR2_203790
LELG_03509	CPAR2_203800
LELG_03510	CPAR2_203810
LELG_03511	CPAR2_203820
LELG_03512	CPAR2_201920
LELG_03514	CPAR2_201790
LELG_03515	CPAR2_201800
LELG_03517	CPAR2_201810
LELG_03518	CPAR2_201820
LELG_03519	CPAR2_201830
LELG_03520	CPAR2_201840
LELG_03521	CPAR2_201850
LELG_03522	CPAR2_201860
LELG_03523	CPAR2_201870
LELG_03524	CPAR2_201880
LELG_03525	CPAR2_201890
LELG_03526	CPAR2_201780
LELG_03527	CPAR2_201770
LELG_03528	CPAR2_201760
LELG_03529	CPAR2_201740
LELG_03530	CPAR2_201730
LELG_03531	CPAR2_201720
LELG_03533	CPAR2_201710
LELG_03534	CPAR2_201700
LELG_03535	CPAR2_201690
LELG_03536	CPAR2_201680
LELG_03537	CPAR2_201670
LELG_03538	CPAR2_201660
LELG_03539	CPAR2_201650
LELG_03542	CPAR2_201640
LELG_03543	CPAR2_201630
LELG_03544	CPAR2_201620
LELG_03545	CPAR2_201610
LELG_03546	CPAR2_201600
LELG_03547	CPAR2_201590
LELG_03548	CPAR2_201580
LELG_03549	CPAR2_201570
LELG_03550	CPAR2_201560
LELG_03551	CPAR2_201550
LELG_03552	CPAR2_201540
LELG_03553	CPAR2_201530
LELG_03554	CPAR2_201520
LELG_03555	CPAR2_201510
LELG_03556	CPAR2_201500
LELG_03557	CPAR2_201490
LELG_03558	CPAR2_201480
LELG_03559	CPAR2_201470
LELG_03560	CPAR2_201460
LELG_03561	CPAR2_201450
LELG_03562	CPAR2_201440
LELG_03564	CPAR2_201430
LELG_03565	CPAR2_201420
LELG_03566	CPAR2_201410
LELG_03567	CPAR2_201400
LELG_03568	CPAR2_201390
LELG_03569	CPAR2_201380
LELG_03570	CPAR2_201360
LELG_03572	CPAR2_201350
LELG_03574	CPAR2_201340
LELG_03575	CPAR2_201330
LELG_03576	CPAR2_201320
LELG_03577	CPAR2_201310
LELG_03578	CPAR2_201300
LELG_03579	CPAR2_701080
LELG_03580	CPAR2_701070
LELG_03581	CPAR2_701060
LELG_03582	CPAR2_701050
LELG_03583	CPAR2_701040
LELG_03584	CPAR2_701030
LELG_03585	CPAR2_701020
LELG_03586	CPAR2_701010
LELG_03587	CPAR2_701000
LELG_03588	CPAR2_700870
LELG_03589	CPAR2_700880
LELG_03590	CPAR2_700900
LELG_03591	CPAR2_700910
LELG_03592	CPAR2_700930
LELG_03593	CPAR2_700960
LELG_03594	CPAR2_700940
LELG_03595	CPAR2_700980
LELG_03597	CPAR2_700860
LELG_03598	CPAR2_700850
LELG_03599	CPAR2_700840
LELG_03600	CPAR2_700830
LELG_03601	CPAR2_700820
LELG_03603	CPAR2_700810
LELG_03604	CPAR2_700800
LELG_03605	CPAR2_700790
LELG_03606	CPAR2_700780
LELG_03608	CPAR2_700760
LELG_03609	CPAR2_700750
LELG_03610	CPAR2_700740
LELG_03611	CPAR2_700730
LELG_03612	CPAR2_700720
LELG_03613	CPAR2_700710
LELG_03614	CPAR2_700700
LELG_03615	CPAR2_700690
LELG_03616	CPAR2_700680
LELG_03617	CPAR2_700670
LELG_03618	CPAR2_700660
LELG_03619	CPAR2_700650
LELG_03620	CPAR2_700630
LELG_03621	CPAR2_700620
LELG_03622	CPAR2_700610
LELG_03623	CPAR2_700600
LELG_03624	CPAR2_700590
LELG_03625	CPAR2_700580
LELG_03627	CPAR2_700570
LELG_03628	CPAR2_700560
LELG_03629	CPAR2_700550
LELG_03630	CPAR2_700540
LELG_03631	CPAR2_700530
LELG_03632	CPAR2_700520
LELG_03633	CPAR2_700510
LELG_03634	CPAR2_700500
LELG_03635	CPAR2_700490
LELG_03636	CPAR2_700480
LELG_03637	CPAR2_700470
LELG_03638	CPAR2_700460
LELG_03639	CPAR2_700450
LELG_03640	CPAR2_700430
LELG_03641	CPAR2_700420
LELG_03642	CPAR2_700410
LELG_03643	CPAR2_700400
LELG_03644	CPAR2_700390
LELG_03645	CPAR2_700380
LELG_03647	CPAR2_700370
LELG_03649	CPAR2_700350
LELG_03651	CPAR2_700340
LELG_03652	CPAR2_700330
LELG_03653	CPAR2_700320
LELG_03654	CPAR2_700310
LELG_03655	CPAR2_700290
LELG_03656	CPAR2_700280
LELG_03657	CPAR2_700270
LELG_03658	CPAR2_700260
LELG_03659	CPAR2_700230
LELG_03660	CPAR2_700240
LELG_03661	CPAR2_700250
LELG_03662	CPAR2_700220
LELG_03663	CPAR2_700200
LELG_03664	CPAR2_700190
LELG_03665	CPAR2_700180
LELG_03666	CPAR2_700170
LELG_03667	CPAR2_700160
LELG_03668	CPAR2_700150
LELG_03669	CPAR2_700140
LELG_03671	CPAR2_700130
LELG_03672	CPAR2_700120
LELG_03673	CPAR2_700110
LELG_03674	CPAR2_700100
LELG_03675	CPAR2_700090
LELG_03676	CPAR2_700080
LELG_03677	CPAR2_700070
LELG_03678	CPAR2_700060
LELG_03679	CPAR2_700050
LELG_03680	CPAR2_304360
LELG_03681	CPAR2_304350
LELG_03682	CPAR2_304340
LELG_03683	CPAR2_304330
LELG_03684	CPAR2_304320
LELG_03685	CPAR2_304310
LELG_03686	CPAR2_304300
LELG_03687	CPAR2_304290
LELG_03688	CPAR2_304280
LELG_03689	CPAR2_304260
LELG_03690	CPAR2_304250
LELG_03691	CPAR2_304240
LELG_03692	CPAR2_304230
LELG_03693	CPAR2_304220
LELG_03694	CPAR2_304210
LELG_03695	CPAR2_304200
LELG_03696	CPAR2_304190
LELG_03697	CPAR2_304180
LELG_03698	CPAR2_304170
LELG_03699	CPAR2_304160
LELG_03700	CPAR2_304150
LELG_03701	CPAR2_304140
LELG_03702	CPAR2_304120
LELG_03703	CPAR2_304110
LELG_03704	CPAR2_304100
LELG_03705	CPAR2_304090
LELG_03706	CPAR2_304080
LELG_03707	CPAR2_304070
LELG_03708	CPAR2_304060
LELG_03709	CPAR2_304050
LELG_03710	CPAR2_304030
LELG_03711	CPAR2_304010
LELG_03712	CPAR2_303780
LELG_03713	CPAR2_303810
LELG_03714	CPAR2_303820
LELG_03716	CPAR2_303830
LELG_03717	CPAR2_303840
LELG_03718	CPAR2_303850
LELG_03719	CPAR2_303860
LELG_03720	CPAR2_303870
LELG_03721	CPAR2_303880
LELG_03722	CPAR2_303890
LELG_03723	CPAR2_303900
LELG_03724	CPAR2_303910
LELG_03725	CPAR2_303920
LELG_03726	CPAR2_303930
LELG_03727	CPAR2_303940
LELG_03729	CPAR2_303950
LELG_03730	CPAR2_303960
LELG_03731	CPAR2_303970
LELG_03732	CPAR2_303980
LELG_03733	CPAR2_304000
LELG_03734	CPAR2_304020
LELG_03735	CPAR2_303770
LELG_03736	CPAR2_303760
LELG_03737	CPAR2_303750
LELG_03738	CPAR2_303740
LELG_03739	CPAR2_303730
LELG_03740	CPAR2_303720
LELG_03741	CPAR2_303710
LELG_03742	CPAR2_303700
LELG_03743	CPAR2_303690
LELG_03744	CPAR2_303680
LELG_03745	CPAR2_303670
LELG_03746	CPAR2_303660
LELG_03748	CPAR2_303650
LELG_03749	CPAR2_303640
LELG_03750	CPAR2_303630
LELG_03751	CPAR2_303620
LELG_03752	CPAR2_303610
LELG_03753	CPAR2_303580
LELG_03754	CPAR2_303570
LELG_03755	CPAR2_303560
LELG_03756	CPAR2_303550
LELG_03758	CPAR2_303540
LELG_03759	CPAR2_303530
LELG_03760	CPAR2_303520
LELG_03761	CPAR2_303510
LELG_03762	CPAR2_303490
LELG_03763	CPAR2_303480
LELG_03764	CPAR2_303470
LELG_03765	CPAR2_303460
LELG_03766	CPAR2_303450
LELG_03767	CPAR2_303440
LELG_03768	CPAR2_303430
LELG_03769	CPAR2_303420
LELG_03770	CPAR2_303410
LELG_03771	CPAR2_303400
LELG_03772	CPAR2_303390
LELG_03773	CPAR2_303380
LELG_03774	CPAR2_303370
LELG_03775	CPAR2_303360
LELG_03776	CPAR2_303350
LELG_03777	CPAR2_303340
LELG_03778	CPAR2_303240
LELG_03779	CPAR2_303250
LELG_03780	CPAR2_303260
LELG_03781	CPAR2_303270
LELG_03782	CPAR2_303280
LELG_03783	CPAR2_303290
LELG_03784	CPAR2_303300
LELG_03785	CPAR2_303310
LELG_03787	CPAR2_303330
LELG_03788	CPAR2_501910
LELG_03789	CPAR2_501920
LELG_03790	CPAR2_302600
LELG_03791	CPAR2_302590
LELG_03794	CPAR2_302580
LELG_03795	CPAR2_302570
LELG_03796	CPAR2_302560
LELG_03797	CPAR2_302555
LELG_03798	CPAR2_302550
LELG_03800	CPAR2_302540
LELG_03801	CPAR2_302530
LELG_03802	CPAR2_302520
LELG_03803	CPAR2_302510
LELG_03805	CPAR2_302500
LELG_03806	CPAR2_302490
LELG_03807	CPAR2_302480
LELG_03808	CPAR2_302470
LELG_03809	CPAR2_302460
LELG_03810	CPAR2_501560
LELG_03811	CPAR2_501570
LELG_03813	CPAR2_501580
LELG_03814	CPAR2_501590
LELG_03815	CPAR2_501600
LELG_03816	CPAR2_501610
LELG_03817	CPAR2_501620
LELG_03818	CPAR2_501640
LELG_03819	CPAR2_501650
LELG_03820	CPAR2_501660
LELG_03821	CPAR2_501670
LELG_03822	CPAR2_501690
LELG_03823	CPAR2_501710
LELG_03824	CPAR2_501720
LELG_03825	CPAR2_501730
LELG_03826	CPAR2_501740
LELG_03827	CPAR2_501750
LELG_03828	CPAR2_501760
LELG_03829	CPAR2_501770
LELG_03830	CPAR2_501800
LELG_03831	CPAR2_501820
LELG_03832	CPAR2_501830
LELG_03833	CPAR2_501840
LELG_03834	CPAR2_501845
LELG_03835	CPAR2_501860
LELG_03836	CPAR2_501870
LELG_03837	CPAR2_502050
LELG_03838	CPAR2_502030
LELG_03839	CPAR2_502020
LELG_03840	CPAR2_502010
LELG_03841	CPAR2_404730
LELG_03842	CPAR2_502000
LELG_03843	CPAR2_501990
LELG_03845	CPAR2_501980
LELG_03846	CPAR2_501970
LELG_03847	CPAR2_501960
LELG_03848	CPAR2_501950
LELG_03849	CPAR2_501940
LELG_03851	CPAR2_501930
LELG_03852	CPAR2_302620
LELG_03853	CPAR2_302630
LELG_03854	CPAR2_302650
LELG_03856	CPAR2_302660
LELG_03857	CPAR2_302670
LELG_03858	CPAR2_302680
LELG_03859	CPAR2_302690
LELG_03860	CPAR2_302700
LELG_03861	CPAR2_302710
LELG_03862	CPAR2_303090
LELG_03863	CPAR2_303080
LELG_03864	CPAR2_303070
LELG_03865	CPAR2_303060
LELG_03866	CPAR2_303050
LELG_03867	CPAR2_303040
LELG_03868	CPAR2_303030
LELG_03869	CPAR2_303020
LELG_03870	CPAR2_303010
LELG_03871	CPAR2_302990
LELG_03872	CPAR2_302970
LELG_03873	CPAR2_302960
LELG_03874	CPAR2_302950
LELG_03875	CPAR2_302940
LELG_03876	CPAR2_302930
LELG_03877	CPAR2_302920
LELG_03880	CPAR2_302910
LELG_03881	CPAR2_302890
LELG_03882	CPAR2_302880
LELG_03883	CPAR2_302860
LELG_03884	CPAR2_302850
LELG_03885	CPAR2_502060
LELG_03886	CPAR2_502080
LELG_03887	CPAR2_502090
LELG_03888	CPAR2_502100
LELG_03889	CPAR2_502110
LELG_03890	CPAR2_502140
LELG_03891	CPAR2_502650
LELG_03892	CPAR2_502180
LELG_03893	CPAR2_502190
LELG_03894	CPAR2_502200
LELG_03895	CPAR2_502210
LELG_03897	CPAR2_501880
LELG_03899	CPAR2_501890
LELG_03900	CPAR2_501900
LELG_03901	CPAR2_303230
LELG_03902	CPAR2_303220
LELG_03903	CPAR2_303210
LELG_03904	CPAR2_303200
LELG_03905	CPAR2_303180
LELG_03906	CPAR2_303170
LELG_03907	CPAR2_303160
LELG_03909	CPAR2_502290
LELG_03910	CPAR2_502300
LELG_03911	CPAR2_502310
LELG_03912	CPAR2_502320
LELG_03913	CPAR2_502150
LELG_03914	CPAR2_502160
LELG_03915	CPAR2_502170
LELG_03916	CPAR2_502220
LELG_03917	CPAR2_502230
LELG_03918	CPAR2_502240
LELG_03920	CPAR2_502250
LELG_03921	CPAR2_502260
LELG_03922	CPAR2_302840
LELG_03923	CPAR2_302830
LELG_03924	CPAR2_302800
LELG_03925	CPAR2_302730
LELG_03926	CPAR2_502280
LELG_03927	CPAR2_303140
LELG_03928	CPAR2_303120
LELG_03930	CPAR2_502330
LELG_03931	CPAR2_101770
LELG_03932	CPAR2_101760
LELG_03933	CPAR2_101740
LELG_03934	CPAR2_101730
LELG_03935	CPAR2_101720
LELG_03936	CPAR2_101710
LELG_03937	CPAR2_101700
LELG_03938	CPAR2_101690
LELG_03964	CPAR2_100740
LELG_03965	CPAR2_100730
LELG_03966	CPAR2_100720
LELG_03967	CPAR2_101500
LELG_03968	CPAR2_101510
LELG_03969	CPAR2_101520
LELG_03970	CPAR2_101530
