tx	gene
CPAR2_212060	CPAR2_212060
CPAR2_212070	CPAR2_212070
CPAR2_212080	CPAR2_212080
CPAR2_212090	CPAR2_212090
CPAR2_212100	CPAR2_212100
CPAR2_212120	CPAR2_212120
CPAR2_212150	CPAR2_212150
CPAR2_212160	CPAR2_212160
CPAR2_212170	CPAR2_212170
CPAR2_212180	CPAR2_212180
CPAR2_212190	CPAR2_212190
CPAR2_212200	CPAR2_212200
CPAR2_212210	CPAR2_212210
CPAR2_212220	CPAR2_212220
CPAR2_212240	CPAR2_212240
CPAR2_212250	CPAR2_212250
CPAR2_212270	CPAR2_212270
CPAR2_212280	CPAR2_212280
CPAR2_212290	CPAR2_212290
CPAR2_212300	CPAR2_212300
CPAR2_212310	CPAR2_212310
CPAR2_212320	CPAR2_212320
CPAR2_212330	CPAR2_212330
CPAR2_212360	CPAR2_212360
CPAR2_212380	CPAR2_212380
CPAR2_212390	CPAR2_212390
CPAR2_212410	CPAR2_212410
CPAR2_212420	CPAR2_212420
CPAR2_212430	CPAR2_212430
CPAR2_212450	CPAR2_212450
CPAR2_212460	CPAR2_212460
CPAR2_212470	CPAR2_212470
CPAR2_212480	CPAR2_212480
CPAR2_212490	CPAR2_212490
CPAR2_212500	CPAR2_212500
CPAR2_212510	CPAR2_212510
CPAR2_212520	CPAR2_212520
CPAR2_212530	CPAR2_212530
CPAR2_212540	CPAR2_212540
CPAR2_212550	CPAR2_212550
CPAR2_212560	CPAR2_212560
CPAR2_212570	CPAR2_212570
CPAR2_212580	CPAR2_212580
CPAR2_212590	CPAR2_212590
CPAR2_212600	CPAR2_212600
CPAR2_212620	CPAR2_212620
CPAR2_212670	CPAR2_212670
CPAR2_212680	CPAR2_212680
CPAR2_212690	CPAR2_212690
CPAR2_212700	CPAR2_212700
CPAR2_212710	CPAR2_212710
CPAR2_212720	CPAR2_212720
CPAR2_212730	CPAR2_212730
CPAR2_212740	CPAR2_212740
CPAR2_212750	CPAR2_212750
CPAR2_212760	CPAR2_212760
CPAR2_212770	CPAR2_212770
CPAR2_212780	CPAR2_212780
CPAR2_212790	CPAR2_212790
CPAR2_212800	CPAR2_212800
CPAR2_212810	CPAR2_212810
CPAR2_212820	CPAR2_212820
CPAR2_212840	CPAR2_212840
CPAR2_212850	CPAR2_212850
CPAR2_212860	CPAR2_212860
CPAR2_212870	CPAR2_212870
CPAR2_212880	CPAR2_212880
CPAR2_212890	CPAR2_212890
CPAR2_212900	CPAR2_212900
CPAR2_212910	CPAR2_212910
CPAR2_212940	CPAR2_212940
CPAR2_212950	CPAR2_212950
CPAR2_212960	CPAR2_212960
CPAR2_212970	CPAR2_212970
CPAR2_212980	CPAR2_212980
CPAR2_213000	CPAR2_213000
CPAR2_213010	CPAR2_213010
CPAR2_213020	CPAR2_213020
CPAR2_213030	CPAR2_213030
CPAR2_213040	CPAR2_213040
CPAR2_213070	CPAR2_213070
CPAR2_213080	CPAR2_213080
CPAR2_213090	CPAR2_213090
CPAR2_213100	CPAR2_213100
CPAR2_213110	CPAR2_213110
CPAR2_213120	CPAR2_213120
CPAR2_213130	CPAR2_213130
CPAR2_213140	CPAR2_213140
CPAR2_213150	CPAR2_213150
CPAR2_213160	CPAR2_213160
CPAR2_213180	CPAR2_213180
CPAR2_213190	CPAR2_213190
CPAR2_213200	CPAR2_213200
CPAR2_213210	CPAR2_213210
CPAR2_213220	CPAR2_213220
CPAR2_213230	CPAR2_213230
CPAR2_213250	CPAR2_213250
CPAR2_213260	CPAR2_213260
CPAR2_213270	CPAR2_213270
CPAR2_213280	CPAR2_213280
CPAR2_213290	CPAR2_213290
CPAR2_213300	CPAR2_213300
CPAR2_213310	CPAR2_213310
CPAR2_213320	CPAR2_213320
CPAR2_213330	CPAR2_213330
CPAR2_213340	CPAR2_213340
CPAR2_213350	CPAR2_213350
CPAR2_213360	CPAR2_213360
CPAR2_213390	CPAR2_213390
CPAR2_213400	CPAR2_213400
CPAR2_213410	CPAR2_213410
CPAR2_213420	CPAR2_213420
CPAR2_213430	CPAR2_213430
CPAR2_213440	CPAR2_213440
CPAR2_213450	CPAR2_213450
CPAR2_213460	CPAR2_213460
CPAR2_213470	CPAR2_213470
CPAR2_213480	CPAR2_213480
CPAR2_213490	CPAR2_213490
CPAR2_213500	CPAR2_213500
CPAR2_213510	CPAR2_213510
CPAR2_213520	CPAR2_213520
CPAR2_213530	CPAR2_213530
CPAR2_213550	CPAR2_213550
CPAR2_213560	CPAR2_213560
CPAR2_213570	CPAR2_213570
CPAR2_213580	CPAR2_213580
CPAR2_213590	CPAR2_213590
CPAR2_213600	CPAR2_213600
CPAR2_213610	CPAR2_213610
CPAR2_213620	CPAR2_213620
CPAR2_213630	CPAR2_213630
CPAR2_213640	CPAR2_213640
CPAR2_213650	CPAR2_213650
CPAR2_213660	CPAR2_213660
CPAR2_213670	CPAR2_213670
CPAR2_213680	CPAR2_213680
CPAR2_213700	CPAR2_213700
CPAR2_213710	CPAR2_213710
CPAR2_213720	CPAR2_213720
CPAR2_213730	CPAR2_213730
CPAR2_213740	CPAR2_213740
CPAR2_213750	CPAR2_213750
CPAR2_213760	CPAR2_213760
CPAR2_213770	CPAR2_213770
CPAR2_213780	CPAR2_213780
CPAR2_213800	CPAR2_213800
CPAR2_213810	CPAR2_213810
CPAR2_213820	CPAR2_213820
CPAR2_213830	CPAR2_213830
CPAR2_213840	CPAR2_213840
CPAR2_213850	CPAR2_213850
CPAR2_213860	CPAR2_213860
CPAR2_213870	CPAR2_213870
CPAR2_213880	CPAR2_213880
CPAR2_213900	CPAR2_213900
CPAR2_213910	CPAR2_213910
CPAR2_213920	CPAR2_213920
CPAR2_213930	CPAR2_213930
CPAR2_213940	CPAR2_213940
CPAR2_213950	CPAR2_213950
CPAR2_213960	CPAR2_213960
CPAR2_213970	CPAR2_213970
CPAR2_213980	CPAR2_213980
CPAR2_213990	CPAR2_213990
CPAR2_214000	CPAR2_214000
CPAR2_214010	CPAR2_214010
CPAR2_214020	CPAR2_214020
CPAR2_214030	CPAR2_214030
CPAR2_214040	CPAR2_214040
CPAR2_214050	CPAR2_214050
CPAR2_214060	CPAR2_214060
CPAR2_214080	CPAR2_214080
CPAR2_214090	CPAR2_214090
CPAR2_214100	CPAR2_214100
CPAR2_214110	CPAR2_214110
CPAR2_214120	CPAR2_214120
CPAR2_214130	CPAR2_214130
CPAR2_214140	CPAR2_214140
CPAR2_214150	CPAR2_214150
CPAR2_214160	CPAR2_214160
CPAR2_300040	CPAR2_300040
CPAR2_300070	CPAR2_300070
CPAR2_300080	CPAR2_300080
CPAR2_300090	CPAR2_300090
CPAR2_300100	CPAR2_300100
CPAR2_300120	CPAR2_300120
CPAR2_300130	CPAR2_300130
CPAR2_300140	CPAR2_300140
CPAR2_300150	CPAR2_300150
CPAR2_300160	CPAR2_300160
CPAR2_300170	CPAR2_300170
CPAR2_300180	CPAR2_300180
CPAR2_300190	CPAR2_300190
CPAR2_300200	CPAR2_300200
CPAR2_300210	CPAR2_300210
CPAR2_300220	CPAR2_300220
CPAR2_300230	CPAR2_300230
CPAR2_300240	CPAR2_300240
CPAR2_300250	CPAR2_300250
CPAR2_300260	CPAR2_300260
CPAR2_300270	CPAR2_300270
CPAR2_300280	CPAR2_300280
CPAR2_300290	CPAR2_300290
CPAR2_300300	CPAR2_300300
CPAR2_300310	CPAR2_300310
CPAR2_300330	CPAR2_300330
CPAR2_300340	CPAR2_300340
CPAR2_300350	CPAR2_300350
CPAR2_300360	CPAR2_300360
CPAR2_300370	CPAR2_300370
CPAR2_300380	CPAR2_300380
CPAR2_300390	CPAR2_300390
CPAR2_300400	CPAR2_300400
CPAR2_300410	CPAR2_300410
CPAR2_300420	CPAR2_300420
CPAR2_300430	CPAR2_300430
CPAR2_300440	CPAR2_300440
CPAR2_300450	CPAR2_300450
CPAR2_300460	CPAR2_300460
CPAR2_300470	CPAR2_300470
CPAR2_300480	CPAR2_300480
CPAR2_300490	CPAR2_300490
CPAR2_300500	CPAR2_300500
CPAR2_300510	CPAR2_300510
CPAR2_300520	CPAR2_300520
CPAR2_300530	CPAR2_300530
CPAR2_300540	CPAR2_300540
CPAR2_300550	CPAR2_300550
CPAR2_300560	CPAR2_300560
CPAR2_300620	CPAR2_300620
CPAR2_300640	CPAR2_300640
CPAR2_300650	CPAR2_300650
CPAR2_300660	CPAR2_300660
CPAR2_300690	CPAR2_300690
CPAR2_300700	CPAR2_300700
CPAR2_300710	CPAR2_300710
CPAR2_300720	CPAR2_300720
CPAR2_300730	CPAR2_300730
CPAR2_300760	CPAR2_300760
CPAR2_300770	CPAR2_300770
CPAR2_300780	CPAR2_300780
CPAR2_300790	CPAR2_300790
CPAR2_300800	CPAR2_300800
CPAR2_300810	CPAR2_300810
CPAR2_300820	CPAR2_300820
CPAR2_300830	CPAR2_300830
CPAR2_300840	CPAR2_300840
CPAR2_300850	CPAR2_300850
CPAR2_300860	CPAR2_300860
CPAR2_300870	CPAR2_300870
CPAR2_300880	CPAR2_300880
CPAR2_300890	CPAR2_300890
CPAR2_300900	CPAR2_300900
CPAR2_300910	CPAR2_300910
CPAR2_300920	CPAR2_300920
CPAR2_300930	CPAR2_300930
CPAR2_300940	CPAR2_300940
CPAR2_300950	CPAR2_300950
CPAR2_300960	CPAR2_300960
CPAR2_300970	CPAR2_300970
CPAR2_300980	CPAR2_300980
CPAR2_300990	CPAR2_300990
CPAR2_301010	CPAR2_301010
CPAR2_301020	CPAR2_301020
CPAR2_301040	CPAR2_301040
CPAR2_301050	CPAR2_301050
CPAR2_301060	CPAR2_301060
CPAR2_301070	CPAR2_301070
CPAR2_301080	CPAR2_301080
CPAR2_301090	CPAR2_301090
CPAR2_301100	CPAR2_301100
CPAR2_301110	CPAR2_301110
CPAR2_301120	CPAR2_301120
CPAR2_301130	CPAR2_301130
CPAR2_301140	CPAR2_301140
CPAR2_301150	CPAR2_301150
CPAR2_301160	CPAR2_301160
CPAR2_301170	CPAR2_301170
CPAR2_301180	CPAR2_301180
CPAR2_301190	CPAR2_301190
CPAR2_301200	CPAR2_301200
CPAR2_301210	CPAR2_301210
CPAR2_301220	CPAR2_301220
CPAR2_301230	CPAR2_301230
CPAR2_301240	CPAR2_301240
CPAR2_301250	CPAR2_301250
CPAR2_301260	CPAR2_301260
CPAR2_301270	CPAR2_301270
CPAR2_301280	CPAR2_301280
CPAR2_301340	CPAR2_301340
CPAR2_301350	CPAR2_301350
CPAR2_301360	CPAR2_301360
CPAR2_301370	CPAR2_301370
CPAR2_301380	CPAR2_301380
CPAR2_301390	CPAR2_301390
CPAR2_301400	CPAR2_301400
CPAR2_301410	CPAR2_301410
CPAR2_301420	CPAR2_301420
CPAR2_301430	CPAR2_301430
CPAR2_301450	CPAR2_301450
CPAR2_301460	CPAR2_301460
CPAR2_301470	CPAR2_301470
CPAR2_301480	CPAR2_301480
CPAR2_301490	CPAR2_301490
CPAR2_301500	CPAR2_301500
CPAR2_301510	CPAR2_301510
CPAR2_301520	CPAR2_301520
CPAR2_301530	CPAR2_301530
CPAR2_301540	CPAR2_301540
CPAR2_301550	CPAR2_301550
CPAR2_301560	CPAR2_301560
CPAR2_301570	CPAR2_301570
CPAR2_301580	CPAR2_301580
CPAR2_301600	CPAR2_301600
CPAR2_301610	CPAR2_301610
CPAR2_301620	CPAR2_301620
CPAR2_301630	CPAR2_301630
CPAR2_301640	CPAR2_301640
CPAR2_301650	CPAR2_301650
CPAR2_301660	CPAR2_301660
CPAR2_301670	CPAR2_301670
CPAR2_301680	CPAR2_301680
CPAR2_301690	CPAR2_301690
CPAR2_301700	CPAR2_301700
CPAR2_301710	CPAR2_301710
CPAR2_301730	CPAR2_301730
CPAR2_301740	CPAR2_301740
CPAR2_301760	CPAR2_301760
CPAR2_301770	CPAR2_301770
CPAR2_301780	CPAR2_301780
CPAR2_301790	CPAR2_301790
CPAR2_301800	CPAR2_301800
CPAR2_301810	CPAR2_301810
CPAR2_301820	CPAR2_301820
CPAR2_301850	CPAR2_301850
CPAR2_301860	CPAR2_301860
CPAR2_301880	CPAR2_301880
CPAR2_301900	CPAR2_301900
CPAR2_301910	CPAR2_301910
CPAR2_301920	CPAR2_301920
CPAR2_301930	CPAR2_301930
CPAR2_301940	CPAR2_301940
CPAR2_301950	CPAR2_301950
CPAR2_301960	CPAR2_301960
CPAR2_301970	CPAR2_301970
CPAR2_301980	CPAR2_301980
CPAR2_301990	CPAR2_301990
CPAR2_302010	CPAR2_302010
CPAR2_302020	CPAR2_302020
CPAR2_302030	CPAR2_302030
CPAR2_302040	CPAR2_302040
CPAR2_302050	CPAR2_302050
CPAR2_302060	CPAR2_302060
CPAR2_302070	CPAR2_302070
CPAR2_302090	CPAR2_302090
CPAR2_302100	CPAR2_302100
CPAR2_302110	CPAR2_302110
CPAR2_302140	CPAR2_302140
CPAR2_302150	CPAR2_302150
CPAR2_302160	CPAR2_302160
CPAR2_302170	CPAR2_302170
CPAR2_302180	CPAR2_302180
CPAR2_302190	CPAR2_302190
CPAR2_302210	CPAR2_302210
CPAR2_302220	CPAR2_302220
CPAR2_302230	CPAR2_302230
CPAR2_302240	CPAR2_302240
CPAR2_302250	CPAR2_302250
CPAR2_302260	CPAR2_302260
CPAR2_302270	CPAR2_302270
CPAR2_302280	CPAR2_302280
CPAR2_302310	CPAR2_302310
CPAR2_302320	CPAR2_302320
CPAR2_302330	CPAR2_302330
CPAR2_302350	CPAR2_302350
CPAR2_302360	CPAR2_302360
CPAR2_302370	CPAR2_302370
CPAR2_302380	CPAR2_302380
CPAR2_302390	CPAR2_302390
CPAR2_302400	CPAR2_302400
CPAR2_302410	CPAR2_302410
CPAR2_302420	CPAR2_302420
CPAR2_302430	CPAR2_302430
CPAR2_302440	CPAR2_302440
CPAR2_302460	CPAR2_302460
CPAR2_302470	CPAR2_302470
CPAR2_302480	CPAR2_302480
CPAR2_302490	CPAR2_302490
CPAR2_302500	CPAR2_302500
CPAR2_302510	CPAR2_302510
CPAR2_302520	CPAR2_302520
CPAR2_302530	CPAR2_302530
CPAR2_302540	CPAR2_302540
CPAR2_302550	CPAR2_302550
CPAR2_302555	CPAR2_302555
CPAR2_302560	CPAR2_302560
CPAR2_302570	CPAR2_302570
CPAR2_302580	CPAR2_302580
CPAR2_302590	CPAR2_302590
CPAR2_302600	CPAR2_302600
CPAR2_302620	CPAR2_302620
CPAR2_302630	CPAR2_302630
CPAR2_302650	CPAR2_302650
CPAR2_302660	CPAR2_302660
CPAR2_302670	CPAR2_302670
CPAR2_302680	CPAR2_302680
CPAR2_302690	CPAR2_302690
CPAR2_302700	CPAR2_302700
CPAR2_302710	CPAR2_302710
CPAR2_302730	CPAR2_302730
CPAR2_302800	CPAR2_302800
CPAR2_302830	CPAR2_302830
CPAR2_302840	CPAR2_302840
CPAR2_302850	CPAR2_302850
CPAR2_302860	CPAR2_302860
CPAR2_302880	CPAR2_302880
CPAR2_302890	CPAR2_302890
CPAR2_302910	CPAR2_302910
CPAR2_302920	CPAR2_302920
CPAR2_302930	CPAR2_302930
CPAR2_302940	CPAR2_302940
CPAR2_302950	CPAR2_302950
CPAR2_302960	CPAR2_302960
CPAR2_302970	CPAR2_302970
CPAR2_302990	CPAR2_302990
CPAR2_303010	CPAR2_303010
CPAR2_303020	CPAR2_303020
CPAR2_303030	CPAR2_303030
CPAR2_303040	CPAR2_303040
CPAR2_303050	CPAR2_303050
CPAR2_303060	CPAR2_303060
CPAR2_303070	CPAR2_303070
CPAR2_303080	CPAR2_303080
CPAR2_303090	CPAR2_303090
CPAR2_303120	CPAR2_303120
CPAR2_303140	CPAR2_303140
CPAR2_303160	CPAR2_303160
CPAR2_303170	CPAR2_303170
CPAR2_303180	CPAR2_303180
CPAR2_303200	CPAR2_303200
CPAR2_303210	CPAR2_303210
CPAR2_303220	CPAR2_303220
CPAR2_303230	CPAR2_303230
CPAR2_303240	CPAR2_303240
CPAR2_303250	CPAR2_303250
CPAR2_303260	CPAR2_303260
CPAR2_303270	CPAR2_303270
CPAR2_303280	CPAR2_303280
CPAR2_303290	CPAR2_303290
CPAR2_303300	CPAR2_303300
CPAR2_303310	CPAR2_303310
CPAR2_303330	CPAR2_303330
CPAR2_303340	CPAR2_303340
CPAR2_303350	CPAR2_303350
CPAR2_303360	CPAR2_303360
CPAR2_303370	CPAR2_303370
CPAR2_303380	CPAR2_303380
CPAR2_303390	CPAR2_303390
CPAR2_303400	CPAR2_303400
CPAR2_303410	CPAR2_303410
CPAR2_303420	CPAR2_303420
CPAR2_303430	CPAR2_303430
CPAR2_303440	CPAR2_303440
CPAR2_303450	CPAR2_303450
CPAR2_303460	CPAR2_303460
CPAR2_303470	CPAR2_303470
CPAR2_303480	CPAR2_303480
CPAR2_303490	CPAR2_303490
CPAR2_303510	CPAR2_303510
CPAR2_303520	CPAR2_303520
CPAR2_303530	CPAR2_303530
CPAR2_303540	CPAR2_303540
CPAR2_303550	CPAR2_303550
CPAR2_303560	CPAR2_303560
CPAR2_303570	CPAR2_303570
CPAR2_303580	CPAR2_303580
CPAR2_303610	CPAR2_303610
CPAR2_303620	CPAR2_303620
CPAR2_303630	CPAR2_303630
CPAR2_303640	CPAR2_303640
CPAR2_303650	CPAR2_303650
CPAR2_303660	CPAR2_303660
CPAR2_303670	CPAR2_303670
CPAR2_303680	CPAR2_303680
CPAR2_303690	CPAR2_303690
CPAR2_303700	CPAR2_303700
CPAR2_303710	CPAR2_303710
CPAR2_303720	CPAR2_303720
CPAR2_303730	CPAR2_303730
CPAR2_303740	CPAR2_303740
CPAR2_303750	CPAR2_303750
CPAR2_303760	CPAR2_303760
CPAR2_303770	CPAR2_303770
CPAR2_303780	CPAR2_303780
CPAR2_303810	CPAR2_303810
CPAR2_303820	CPAR2_303820
CPAR2_303830	CPAR2_303830
CPAR2_303840	CPAR2_303840
CPAR2_303850	CPAR2_303850
CPAR2_303860	CPAR2_303860
CPAR2_303870	CPAR2_303870
CPAR2_303880	CPAR2_303880
CPAR2_303890	CPAR2_303890
CPAR2_303900	CPAR2_303900
CPAR2_303910	CPAR2_303910
CPAR2_303920	CPAR2_303920
CPAR2_303930	CPAR2_303930
CPAR2_303940	CPAR2_303940
CPAR2_303950	CPAR2_303950
CPAR2_303960	CPAR2_303960
CPAR2_303970	CPAR2_303970
CPAR2_303980	CPAR2_303980
CPAR2_304000	CPAR2_304000
CPAR2_304010	CPAR2_304010
CPAR2_304020	CPAR2_304020
CPAR2_304030	CPAR2_304030
CPAR2_304050	CPAR2_304050
CPAR2_304060	CPAR2_304060
CPAR2_304070	CPAR2_304070
CPAR2_304080	CPAR2_304080
CPAR2_304090	CPAR2_304090
CPAR2_304100	CPAR2_304100
CPAR2_304110	CPAR2_304110
CPAR2_304120	CPAR2_304120
CPAR2_304140	CPAR2_304140
CPAR2_304150	CPAR2_304150
CPAR2_304160	CPAR2_304160
CPAR2_304170	CPAR2_304170
CPAR2_304180	CPAR2_304180
CPAR2_304190	CPAR2_304190
CPAR2_304200	CPAR2_304200
CPAR2_304210	CPAR2_304210
CPAR2_304220	CPAR2_304220
CPAR2_304230	CPAR2_304230
CPAR2_304240	CPAR2_304240
CPAR2_304250	CPAR2_304250
CPAR2_304260	CPAR2_304260
CPAR2_304270	CPAR2_304270
CPAR2_304280	CPAR2_304280
CPAR2_304290	CPAR2_304290
CPAR2_304300	CPAR2_304300
CPAR2_304310	CPAR2_304310
CPAR2_304320	CPAR2_304320
CPAR2_304330	CPAR2_304330
CPAR2_304340	CPAR2_304340
CPAR2_304350	CPAR2_304350
CPAR2_304360	CPAR2_304360
CPAR2_400010	CPAR2_400010
CPAR2_400020	CPAR2_400020
CPAR2_400030	CPAR2_400030
CPAR2_400040	CPAR2_400040
CPAR2_400050	CPAR2_400050
CPAR2_400060	CPAR2_400060
CPAR2_400070	CPAR2_400070
CPAR2_400080	CPAR2_400080
CPAR2_400090	CPAR2_400090
CPAR2_400095	CPAR2_400095
CPAR2_400110	CPAR2_400110
CPAR2_400120	CPAR2_400120
CPAR2_400130	CPAR2_400130
CPAR2_400140	CPAR2_400140
CPAR2_400150	CPAR2_400150
CPAR2_400160	CPAR2_400160
CPAR2_400170	CPAR2_400170
CPAR2_400180	CPAR2_400180
CPAR2_400190	CPAR2_400190
CPAR2_400200	CPAR2_400200
CPAR2_400210	CPAR2_400210
CPAR2_400220	CPAR2_400220
CPAR2_400240	CPAR2_400240
CPAR2_400250	CPAR2_400250
CPAR2_400270	CPAR2_400270
CPAR2_400280	CPAR2_400280
CPAR2_400290	CPAR2_400290
CPAR2_400300	CPAR2_400300
CPAR2_400310	CPAR2_400310
CPAR2_400320	CPAR2_400320
CPAR2_400330	CPAR2_400330
CPAR2_400340	CPAR2_400340
CPAR2_400350	CPAR2_400350
CPAR2_400380	CPAR2_400380
CPAR2_400390	CPAR2_400390
CPAR2_400400	CPAR2_400400
CPAR2_400410	CPAR2_400410
CPAR2_400440	CPAR2_400440
CPAR2_400460	CPAR2_400460
CPAR2_400470	CPAR2_400470
CPAR2_400480	CPAR2_400480
CPAR2_400490	CPAR2_400490
CPAR2_400500	CPAR2_400500
CPAR2_400510	CPAR2_400510
CPAR2_400520	CPAR2_400520
CPAR2_400570	CPAR2_400570
CPAR2_400580	CPAR2_400580
CPAR2_400590	CPAR2_400590
CPAR2_400600	CPAR2_400600
CPAR2_400610	CPAR2_400610
CPAR2_400620	CPAR2_400620
CPAR2_400650	CPAR2_400650
CPAR2_400660	CPAR2_400660
CPAR2_400670	CPAR2_400670
CPAR2_400680	CPAR2_400680
CPAR2_400690	CPAR2_400690
CPAR2_400700	CPAR2_400700
CPAR2_400710	CPAR2_400710
CPAR2_400720	CPAR2_400720
CPAR2_400730	CPAR2_400730
CPAR2_400740	CPAR2_400740
CPAR2_400750	CPAR2_400750
CPAR2_400760	CPAR2_400760
CPAR2_400810	CPAR2_400810
CPAR2_400820	CPAR2_400820
CPAR2_400830	CPAR2_400830
CPAR2_400840	CPAR2_400840
CPAR2_400850	CPAR2_400850
CPAR2_400860	CPAR2_400860
CPAR2_400870	CPAR2_400870
CPAR2_400900	CPAR2_400900
CPAR2_400910	CPAR2_400910
CPAR2_400920	CPAR2_400920
CPAR2_400940	CPAR2_400940
CPAR2_400960	CPAR2_400960
CPAR2_400970	CPAR2_400970
CPAR2_400980	CPAR2_400980
CPAR2_400990	CPAR2_400990
CPAR2_401000	CPAR2_401000
CPAR2_401010	CPAR2_401010
CPAR2_401020	CPAR2_401020
CPAR2_401030	CPAR2_401030
CPAR2_401040	CPAR2_401040
CPAR2_401050	CPAR2_401050
CPAR2_401060	CPAR2_401060
CPAR2_401070	CPAR2_401070
CPAR2_401080	CPAR2_401080
CPAR2_401090	CPAR2_401090
CPAR2_401100	CPAR2_401100
CPAR2_401110	CPAR2_401110
CPAR2_401120	CPAR2_401120
CPAR2_401130	CPAR2_401130
CPAR2_401140	CPAR2_401140
CPAR2_401150	CPAR2_401150
CPAR2_401160	CPAR2_401160
CPAR2_401170	CPAR2_401170
CPAR2_401180	CPAR2_401180
CPAR2_401190	CPAR2_401190
CPAR2_401200	CPAR2_401200
CPAR2_401210	CPAR2_401210
CPAR2_401220	CPAR2_401220
CPAR2_401230	CPAR2_401230
CPAR2_401240	CPAR2_401240
CPAR2_401250	CPAR2_401250
CPAR2_401260	CPAR2_401260
CPAR2_401270	CPAR2_401270
CPAR2_401280	CPAR2_401280
CPAR2_401290	CPAR2_401290
CPAR2_401300	CPAR2_401300
CPAR2_401310	CPAR2_401310
CPAR2_401320	CPAR2_401320
CPAR2_401330	CPAR2_401330
CPAR2_401340	CPAR2_401340
CPAR2_401350	CPAR2_401350
CPAR2_401380	CPAR2_401380
CPAR2_401390	CPAR2_401390
CPAR2_401400	CPAR2_401400
CPAR2_401410	CPAR2_401410
CPAR2_401420	CPAR2_401420
CPAR2_401430	CPAR2_401430
CPAR2_401440	CPAR2_401440
CPAR2_401450	CPAR2_401450
CPAR2_401460	CPAR2_401460
CPAR2_401470	CPAR2_401470
CPAR2_401490	CPAR2_401490
CPAR2_401510	CPAR2_401510
CPAR2_401520	CPAR2_401520
CPAR2_401530	CPAR2_401530
CPAR2_401540	CPAR2_401540
CPAR2_401560	CPAR2_401560
CPAR2_401570	CPAR2_401570
CPAR2_401600	CPAR2_401600
CPAR2_401610	CPAR2_401610
CPAR2_401620	CPAR2_401620
CPAR2_401630	CPAR2_401630
CPAR2_401640	CPAR2_401640
CPAR2_401650	CPAR2_401650
CPAR2_401660	CPAR2_401660
CPAR2_401670	CPAR2_401670
CPAR2_401680	CPAR2_401680
CPAR2_401690	CPAR2_401690
CPAR2_401700	CPAR2_401700
CPAR2_401710	CPAR2_401710
CPAR2_401730	CPAR2_401730
CPAR2_401740	CPAR2_401740
CPAR2_401750	CPAR2_401750
CPAR2_401770	CPAR2_401770
CPAR2_401780	CPAR2_401780
CPAR2_401790	CPAR2_401790
CPAR2_401800	CPAR2_401800
CPAR2_401810	CPAR2_401810
CPAR2_401820	CPAR2_401820
CPAR2_401830	CPAR2_401830
CPAR2_401850	CPAR2_401850
CPAR2_401860	CPAR2_401860
CPAR2_401880	CPAR2_401880
CPAR2_401890	CPAR2_401890
CPAR2_401910	CPAR2_401910
CPAR2_401920	CPAR2_401920
CPAR2_401930	CPAR2_401930
CPAR2_401940	CPAR2_401940
CPAR2_401950	CPAR2_401950
CPAR2_401960	CPAR2_401960
CPAR2_401970	CPAR2_401970
CPAR2_401980	CPAR2_401980
CPAR2_401990	CPAR2_401990
CPAR2_402000	CPAR2_402000
CPAR2_402040	CPAR2_402040
CPAR2_402060	CPAR2_402060
CPAR2_402070	CPAR2_402070
CPAR2_402090	CPAR2_402090
CPAR2_402100	CPAR2_402100
CPAR2_402110	CPAR2_402110
CPAR2_402120	CPAR2_402120
CPAR2_402130	CPAR2_402130
CPAR2_402140	CPAR2_402140
CPAR2_402160	CPAR2_402160
CPAR2_402170	CPAR2_402170
CPAR2_402180	CPAR2_402180
CPAR2_402190	CPAR2_402190
CPAR2_402200	CPAR2_402200
CPAR2_402210	CPAR2_402210
CPAR2_402220	CPAR2_402220
CPAR2_402230	CPAR2_402230
CPAR2_402240	CPAR2_402240
CPAR2_402250	CPAR2_402250
CPAR2_402270	CPAR2_402270
CPAR2_402280	CPAR2_402280
CPAR2_402290	CPAR2_402290
CPAR2_402300	CPAR2_402300
CPAR2_402310	CPAR2_402310
CPAR2_402320	CPAR2_402320
CPAR2_402330	CPAR2_402330
CPAR2_402340	CPAR2_402340
CPAR2_402350	CPAR2_402350
CPAR2_402360	CPAR2_402360
CPAR2_402370	CPAR2_402370
CPAR2_402380	CPAR2_402380
CPAR2_402390	CPAR2_402390
CPAR2_402400	CPAR2_402400
CPAR2_402410	CPAR2_402410
CPAR2_402420	CPAR2_402420
CPAR2_402440	CPAR2_402440
CPAR2_402450	CPAR2_402450
CPAR2_402460	CPAR2_402460
CPAR2_402480	CPAR2_402480
CPAR2_402500	CPAR2_402500
CPAR2_402510	CPAR2_402510
CPAR2_402520	CPAR2_402520
CPAR2_402530	CPAR2_402530
CPAR2_402540	CPAR2_402540
CPAR2_402550	CPAR2_402550
CPAR2_402560	CPAR2_402560
CPAR2_402580	CPAR2_402580
CPAR2_402600	CPAR2_402600
CPAR2_402610	CPAR2_402610
CPAR2_402620	CPAR2_402620
CPAR2_402630	CPAR2_402630
CPAR2_402650	CPAR2_402650
CPAR2_402660	CPAR2_402660
CPAR2_402670	CPAR2_402670
CPAR2_402690	CPAR2_402690
CPAR2_402700	CPAR2_402700
CPAR2_402710	CPAR2_402710
CPAR2_402720	CPAR2_402720
CPAR2_402730	CPAR2_402730
CPAR2_402740	CPAR2_402740
CPAR2_402750	CPAR2_402750
CPAR2_402760	CPAR2_402760
