baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CPAR2_101690	1703.55941016164	-1.05687174667244	0.696980841521532	-1.51635695518582	0.129429117141753	0.483326221273072
CPAR2_101700	1069.95570822378	0.103674955677851	0.325816576412382	0.318200371569281	0.750332950930652	0.923541183452889
CPAR2_101710	432.097683045354	0.772626012628162	0.458383168166249	1.68554621174035	0.0918832368269605	0.413474565721322
CPAR2_101720	6470.36132123093	0.33237289962733	0.421297941011753	0.788926000514343	0.430155258186969	0.769565012408276
CPAR2_101730	1305.77504474609	-1.35044661430061	0.599713934868543	-2.25181796817281	0.024333777722848	0.211019478690323
CPAR2_101740	1557.78268063083	0.239148280963949	0.668084518323	0.35796111780026	0.720372411569329	0.912362566824121
CPAR2_101760	4504.6116650862	-1.41982028585928	0.522971387075478	-2.71491007146508	0.00662937695034607	0.100041504129845
CPAR2_101770	1776.68858531786	-0.538839942653678	0.535772313387114	-1.00572562110791	0.314547574906656	0.68311527680815
CPAR2_101790	3280.98632095761	-0.228002331393	0.407505213415477	-0.559507765513021	0.575815232961177	0.847960344834176
CPAR2_101800	618.668196682535	0.142716506743741	0.432357184596654	0.330089360899325	0.741332441897902	0.920675173366489
CPAR2_101810	1235.78705570636	-0.530445933653226	0.588389028052042	-0.901522476395174	0.367310588819938	0.719778890214041
CPAR2_101830	642.55669171886	-1.36817022874144	0.4062901467356	-3.36747085730288	0.000758610437549327	0.0239826527567018
CPAR2_101850	634.728210082846	-0.631862371747136	0.64641165886683	-0.977492226632794	0.328325524260408	0.692573262744582
CPAR2_101860	2050.16445508477	-0.579225271633347	1.0954753933102	-0.528743297357963	0.596983537278567	0.861332399972977
CPAR2_101880	1711.38137041268	-2.4156867990298	0.475772750641856	-5.07739629007934	3.82642244435529e-07	6.37099336985155e-05
CPAR2_101900	846.464651558829	-0.431929284558862	0.475586656738096	-0.908203118063349	0.363770917021694	0.718676250610319
CPAR2_101910	300.190347524367	1.24890550294931	0.690606254892238	1.80841904356078	0.0705413062378261	0.365277090450683
CPAR2_101920	1076.04053616205	0.66147097504122	0.500584178422341	1.3213980855846	0.186368664049902	0.566937562076285
CPAR2_101930	964.123334336495	-0.719427414513332	0.408712224375289	-1.76022974505587	0.078368860550046	0.382651474533216
CPAR2_101940	3242.42785057342	-0.471149839459601	0.355736404723776	-1.32443526499752	0.185358529104935	0.565932672909015
CPAR2_101950	1377.27762803715	-0.0672796448647702	0.377917937319753	-0.178027127640267	0.85870167126028	0.961847845434168
CPAR2_101960	1264.04761933997	0.824827046832885	0.514213990836042	1.60405407385324	0.10870213390851	0.446886550512763
CPAR2_101970	337.562060888998	0.462513962222	0.385531591859935	1.19967850102939	0.230264225763587	0.604715987218253
CPAR2_101980	1171.98027383103	-0.334278651863689	0.326361708526665	-1.02425818694468	0.305713341829256	0.676279071052762
CPAR2_101990	856.410783921889	-0.432688655268064	0.566092353676826	-0.764342871719974	0.444662943306852	0.779056963106884
CPAR2_102000	1829.82916964339	-0.519435951152681	0.906604413491517	-0.572946638492778	0.566680824900819	0.843036479156805
CPAR2_102030	1611.17299727397	0.695317378077906	0.395642233004135	1.75743972729686	0.0788428868246474	0.383466620924161
CPAR2_102040	3447.23335665337	-0.198902653422653	0.553124847002776	-0.359598116953973	0.71914769196354	0.912362566824121
CPAR2_102050	2418.08724077992	0.849697039965189	0.333030170100161	2.55141160246724	0.0107287536563989	0.130389597356965
CPAR2_102060	2977.23169491081	-0.112525553474599	0.733876958374444	-0.153330271771778	0.878137829502972	0.966997014631249
CPAR2_102070	707.244949005784	-1.5936573168443	0.466962379534681	-3.41281736321531	0.000642950155561895	0.0211285264936294
CPAR2_102080	1771.96150753075	0.0420267486753674	0.311191480720212	0.135051090017317	0.892571480308553	0.970068309935837
CPAR2_102090	1878.17514033379	-0.800398543546231	0.32259833619535	-2.48109941602907	0.0130977836889992	0.147682685161514
CPAR2_102110	818.503121850591	0.101692516913044	0.390087424873458	0.260691605083227	0.794330340443406	0.943433084356426
CPAR2_102140	31.2163377196193	-0.902146519865094	0.881082464075379	-1.02390701965885	0.30587919431715	0.676346425681348
CPAR2_102160	5767.27864387179	-0.157764354148453	0.38445653455742	-0.410356802310743	0.681544229604495	0.900670443528066
CPAR2_102180	490.894841127488	-0.0655539139348284	0.382760379609249	-0.171266195319774	0.864014459929195	0.96312256803087
CPAR2_102190	1787.23864386894	-0.566208616242819	0.473875359924853	-1.1948471351889	0.232146760535196	0.606514301092973
CPAR2_102200	227.734573592833	-0.341123788476689	1.00792290539347	-0.338442341821293	0.735029870508868	0.917390903772126
CPAR2_102210	620.870913331009	-0.122499997148292	0.470728566808357	-0.260234890733038	0.794682592232098	0.943433084356426
CPAR2_102220	2397.24287261689	0.221839307598324	0.3654326152105	0.607059409490688	0.543811486353011	0.833015507980807
CPAR2_102230	13.9911568896263	-0.621226800765096	1.25908522121202	-0.493395355849772	0.62173326319726	0.875765755693022
CPAR2_102240	5150.54862948452	-0.835844836693621	0.380417381495383	-2.19717835554201	0.0280077107864285	0.22414350094598
CPAR2_102250	2185.8365132395	-0.979667730461266	0.573210229063449	-1.70908975588575	0.0874343248538532	0.404009669421829
CPAR2_102260	1044.35758182861	0.153540163546385	0.599373700209407	0.25616766883956	0.797821372386366	0.945746820920509
CPAR2_102270	7660.80190947524	0.635192463602403	0.613290621436575	1.03571201221784	0.300336516639387	0.672154398593078
CPAR2_102280	780.833456141021	-0.424235244292335	0.418546513189799	-1.01359163419899	0.310777651203127	0.681110534339521
CPAR2_102290	1218.55326380283	0.635035348704488	0.429474238031055	1.47863432185325	0.139238074481994	0.498431718389907
CPAR2_102300	1442.10136062833	0.422474981188488	0.383836515002898	1.10066386254392	0.271042979698839	0.645925421562834
CPAR2_102310	1591.03544018513	-0.999695043752452	0.308962352528674	-3.23565326186359	0.00121364712215226	0.0322455711444178
CPAR2_102320	2337.13150080142	0.232181852784552	0.601884064860118	0.385758431465555	0.699675583742002	0.90406848262795
CPAR2_102330	1251.91406429726	-1.03371385803662	0.602331709514032	-1.71618701408006	0.0861278192105531	0.40241958681821
CPAR2_102350	2020.0710613784	-0.226490726002671	0.493880451448636	-0.458594231333383	0.646525579937856	0.886647313412885
CPAR2_102360	141.909695351546	-0.543482633698157	0.673654253660157	-0.806767909124391	0.419800211004531	0.760849801875048
CPAR2_102390	608.646002111804	0.865189280159856	0.453525422008681	1.90769742593017	0.0564303346168318	0.332755982562694
CPAR2_102410	53.079842413923	-2.90685826287631	0.987910892966879	-2.9424296093613	0.00325647809888119	0.0637886592310256
CPAR2_102450	1455.48883420593	-0.55007881854332	0.634673584603306	-0.866711380287143	0.386100168433448	0.738447427836128
CPAR2_102460	177.004025238605	0.48888568462135	0.733142969061104	0.666835399441174	0.504877278460847	0.815872535073417
CPAR2_102470	3366.58978824239	-1.10434428372095	0.380238994583473	-2.90434253049372	0.00368025281831357	0.0698968168345105
CPAR2_102480	935.664836292524	-1.64040362129481	0.593766976125709	-2.76270605684125	0.00573243654305521	0.0907760426406658
CPAR2_102500	514.234034247965	0.273686941595661	0.585313290614452	0.467590512609664	0.640077450840745	0.884849009994762
CPAR2_102530	1324.91836395119	-0.110582774730717	0.338232531281112	-0.326943048061836	0.74371096100604	0.921883724211426
CPAR2_102540	2578.38249694677	-0.28997872953467	0.390527744892396	-0.742530417690474	0.457766029375784	0.788190733103082
CPAR2_102550	4031.99885752071	-0.778680070787801	0.533380577107771	-1.45989581212378	0.144318710384457	0.508389104116193
CPAR2_102560	1403.91342241095	-4.39601135594094	1.03796243395809	-4.23523165397952	2.28316210613885e-05	0.00160625277748783
CPAR2_102610	6350.7960856558	-0.154802634052133	0.433534913905718	-0.357070743524472	0.721038845967302	0.912362566824121
CPAR2_102620	34.4419375962499	-1.74702503817905	2.4466767206081	-0.714039996973872	0.475202447399838	0.798802135008868
CPAR2_102630	2372.20317909753	0.10202226620644	1.04986868571134	0.0971762160305929	0.92258645549646	0.977374198346727
CPAR2_102650	867.82876871119	-0.440996082889127	0.452041118739078	-0.975566302727593	0.329279430151695	0.692573262744582
CPAR2_102660	449.038682648544	0.0402274062680395	0.55714289077986	0.0722030325321593	0.942440331863359	0.98195441336201
CPAR2_102670	301.861051799078	-0.39737175822433	0.608409290268387	-0.653132298569994	0.51367099150236	0.818914710655122
CPAR2_102680	790.380750114153	-0.510628680376166	0.731549016865982	-0.69801020656653	0.485170811089679	0.804643668444171
CPAR2_102690	1745.41805084648	-0.308004571923752	0.329562505282782	-0.934586207431177	0.35000158977577	0.705227083876551
CPAR2_102700	1734.46388554549	0.171998375139371	0.723355469973099	0.237778495192367	0.812052898717859	0.949708318683144
CPAR2_102710	6357.29385732775	1.18713990539153	0.718883345913207	1.6513665424861	0.0986637522951131	0.427158484491922
CPAR2_102720	1156.35403800422	0.112005186306691	0.325681775402627	0.343909898452941	0.730914047543731	0.915326690291566
CPAR2_102730	642.091455932524	0.551014440805031	0.51131684879234	1.0776379501408	0.281195359295698	0.654936028221799
CPAR2_102740	776.894344451952	-0.386046791109656	0.46815160543909	-0.824619175977351	0.409587831062297	0.754941408175711
CPAR2_102750	964.779868880624	-0.64148836153223	0.457460033782279	-1.40228285349521	0.160830798570333	0.530263920038822
CPAR2_102760	955.536078821965	-1.32111312276489	0.473659532772158	-2.78916190081279	0.00528446405346366	0.0874036355862616
CPAR2_102770	217.419651161823	-1.15496539522414	0.628755405650037	-1.83690730106738	0.0662235812890213	0.357161212972196
CPAR2_102780	10783.9059803162	-0.461079993825279	0.359165973818036	-1.28375187917683	0.199228785730307	0.577288489862972
CPAR2_102790	48.2440875229456	0.302854566734017	0.861311600173693	0.351620211167413	0.725123105677419	0.913260189828216
CPAR2_102800	14723.0736675678	0.928135664769906	0.405410684340273	2.289371495673	0.0220577768474816	0.197452679844392
CPAR2_102810	1548.21670688389	0.517950354838521	0.323776121991969	1.59971758155584	0.10966124973483	0.448566797593027
CPAR2_102820	3535.07630536728	-0.416586911871374	0.295414062627423	-1.41017969207774	0.158486630689064	0.528222280276289
CPAR2_102830	3772.66257167203	-1.73720292253613	0.879414543262162	-1.97540845309657	0.0482218142941516	0.30612024356555
CPAR2_102840	17190.9636068672	1.3720403718504	0.700681365084285	1.95815165097955	0.0502122204988151	0.312341271969591
CPAR2_102850	508.144196739084	1.60480036069075	0.689011094605924	2.32913573272519	0.0198518762297001	0.18462173947103
CPAR2_102860	777.882928162093	0.915238419851439	0.757369911287992	1.2084430688499	0.226876881844011	0.601832195863428
CPAR2_102870	534.516206959835	-0.245075375618923	0.386941452277864	-0.633365523843987	0.526494973436813	0.825437034625512
CPAR2_102880	3043.30053542621	0.374618306348259	0.335148591114773	1.1177678089059	0.263666173442605	0.636545450142973
CPAR2_102890	3253.78915074132	-0.290004242447645	0.686163035634033	-0.422646262458124	0.67255336804436	0.897799248559379
CPAR2_102900	1256.16400287766	-1.60128743856018	0.435204091194445	-3.67939426802113	0.000233788591952145	0.0108127223777867
CPAR2_102910	826.62852362378	-0.0549314159593814	0.320698784178089	-0.171286636150379	0.863998387983594	0.96312256803087
CPAR2_102930	596.684357363693	-0.0353074032988368	0.693107982617673	-0.0509406963767618	0.959372776570214	0.985479686255334
CPAR2_102940	467.789550708228	0.405654812600609	0.617982315919105	0.656418156557267	0.51155511131065	0.818914710655122
CPAR2_102950	375.518439179992	0.190093484694608	0.420347608521894	0.452229252268261	0.651103836787076	0.887856995626165
CPAR2_102960	604.647586427482	0.759007649432049	0.437953244452936	1.7330791792173	0.0830815964778876	0.396254148516413
